WDID,Water Source
3700776,WEST BRUSH CREEK
3700777,BEAVER CREEK
3700778,BRUCE CREEK
3700779,BEARD CREEK
3700780,GORE CREEK
3700781,EBY CREEK
3700782,SQUAW CREEK
3700783,GORE CREEK
3700784,GORE CREEK
3700785,SALT CREEK
3700786,BRUSH CREEK
3700787,GORE CREEK
3700788,SQUAW CREEK
3700789,GORE CREEK
3700790,BEAVER CREEK
3700791,EAGLE RIVER
3700792,BRUSH CREEK
3700793,EAGLE RIVER
3700794,EAGLE RIVER
3700795,EAGLE RIVER
3700797,GORE CREEK
3700798,HOMESTAKE CREEK
3700799,BRUSH CREEK
3700801,MILE CREEK
3700802,GORE CREEK
3700803,EAST LAKE CREEK
3700804,GYPSUM CREEK
3700805,GYPSUM CREEK
3700806,GYPSUM CREEK
3700807,GYPSUM CREEK
3700808,BACHELOR GULCH
3700809,WEST LAKE CREEK
3700810,BRUSH CREEK
3700811,BRUSH CREEK
3700812,BRUSH CREEK
3700813,BRUSH CREEK
3700814,RED SANDSTONE CREEK
3700815,SPRADDLE CREEK
3700816,GROUSE CREEK
3700817,SQUAW CREEK
3700818,BRUSH CREEK
3700819,BRUSH CREEK
3700820,BRUSH CREEK
3700821,GORE CREEK
3700822,BRUSH CREEK
3700823,GYPSUM CREEK
3700824,GYPSUM CREEK
3700825,GYPSUM CREEK
3700826,GYPSUM CREEK
3700827,BRUSH CREEK
3700828,BRUSH CREEK
3700829,TAYLOR CREEK
3700830,EAGLE RIVER
3700831,BRUSH CREEK
3700832,GYPSUM CREEK
3700833,EAST LAKE CREEK
3700834,EAST LAKE CREEK
3700835,BEAVER CREEK
3700836,TRAER CREEK
3700837,TRAER CREEK
3700838,BRUSH CREEK
3700839,TRAVIS CREEK
3700840,BRUSH CREEK
3700841,GYPSUM CREEK
3700842,BRUSH CREEK
3700843,BRUSH CREEK
3700844,GYPSUM CREEK
3700845,GYPSUM CREEK
3700846,LAKE CREEK
3700847,LAKE CREEK
3700848,EAGLE RIVER
3700849,WARREN GULCH CREEK
3700850,GORE CREEK
3700851,BRUSH CREEK
3700852,BRUSH CREEK
3700853,ALKALI CREEK
3700854,SQUAW CREEK
3700855,LAKE CREEK
3700856,BRUSH CREEK
3700857,BRUSH CREEK
3700858,EAGLE RIVER
3700859,EBY CREEK
3700860,STONE CREEK
3700862,BEAVER CREEK
3700863,GYPSUM CREEK
3700864,EAGLE RIVER
3700865,SOURDOUGH CREEK
3700866,GYPSUM CREEK
3700867,GYPSUM CREEK
3700868,GYPSUM CREEK
3700869,GYPSUM CREEK
3700870,GYPSUM CREEK
3700871,SALT CREEK
3700872,EAGLE RIVER
3700874,BRUSH CREEK
3700875,BRUSH CREEK
3700877,SPRING CREEK
3700878,BEAVER CREEK
3700880,BIGHORN CREEK
3700881,BIGHORN CREEK
3700883,GORE CREEK
3700884,GYPSUM CREEK
3700885,GYPSUM CREEK
3700886,GYPSUM CREEK
3700887,GYPSUM CREEK
3700888,LAKE CREEK
3700889,SALT CREEK
3700890,LAKE CREEK
3700891,LAKE CREEK
3700893,EAGLE RIVER
3700895,EAGLE RIVER
3700896,GORE CREEK
3700899,EBY CREEK
3700906,CASTLE CREEK
3700907,SQUAW CREEK
3700908,SQUAW CREEK
3700909,SQUAW CREEK
3700910,SQUAW CREEK
3700911,SQUAW CREEK
3700912,SQUAW CREEK
3700913,SQUAW CREEK
3700914,SQUAW CREEK
3700915,SQUAW CREEK
3700916,SQUAW CREEK
3700917,SQUAW CREEK
3700918,SQUAW CREEK
3700919,SQUAW CREEK
3700924,EAGLE RIVER
3700927,EBY CREEK
3700928,GYPSUM CREEK
3700929,ALKALI CREEK
3700930,ALKALI CREEK
3700931,ALKALI CREEK
3700933,GORE CREEK
3700934,GORE CREEK
3700935,GORE CREEK
3700938,BRUSH CREEK
3700939,GYPSUM CREEK
3700943,WEST LAKE CREEK
3700947,GORE CREEK
3700949,EAGLE RIVER
3700950,EAGLE RIVER
3700951,GORE CREEK
3700954,GYPSUM CREEK
3700955,BEAVER CREEK
3700956,GAME CREEK
3700957,LIME CREEK
3700960,GORE CREEK
3700961,GORE CREEK
3700965,BRUSH CREEK
3700967,EAGLE RIVER
3700968,GORE CREEK
3700970,EAGLE RIVER
3700971,LAKE CREEK
3700972,GORE CREEK
3700974,GORE CREEK
3700976,EAGLE RIVER
3700977,EAGLE RIVER
3700978,EAGLE RIVER
3700980,EAST LAKE CREEK
3700981,EAST LAKE CREEK
3700986,LAKE CREEK
3700987,LAKE CREEK
3700989,LAKE CREEK
3700990,LAKE CREEK
3700991,GYPSUM CREEK
3700998,EAGLE RIVER
3700999,EAGLE RIVER
3701000,TAYLOR CREEK
3701001,GYPSUM CREEK
3701002,EAGLE RIVER
3701003,EAGLE RIVER
3701006,GORE CREEK
3701007,BRUSH CREEK
3701008,GORE CREEK
3701009,EAGLE RIVER
3701012,BRUSH CREEK
3701013,SPRING CREEK
3701014,GORE CREEK
3701015,GORE CREEK
3701016,GORE CREEK
3701017,GROUSE CREEK
3701018,GROUSE CREEK
3701020,EAGLE RIVER
3701021,EAGLE RIVER
3701023,CROSS CREEK
3701024,TALMADGE CREEK
3701026,EAGLE RIVER
3701027,EAGLE RIVER
3701028,EAGLE RIVER
3701029,BRUSH CREEK
3701031,EAGLE RIVER
3701032,EAGLE RIVER
3701034,BISHOP GULCH
3701035,EAGLE RIVER
3701036,EAGLE RIVER
3701037,LAKE CREEK
3701038,LAKE CREEK
3701039,LAKE CREEK
3701040,LAKE CREEK
3701041,LAKE CREEK
3701042,LAKE CREEK
3701043,LAKE CREEK
3701044,LAKE CREEK
3701045,SALT CREEK
3701046,EAGLE RIVER
3701047,EAGLE RIVER
3701053,BRUSH CREEK
3701054,EAGLE RIVER
3701056,EBY CREEK
3701058,EAGLE RIVER
3701060,GYPSUM CREEK
3701064,SQUAW CREEK
3701065,CASTLE CREEK
3701066,EAST FORK EAGLE RIVER
3701067,EAST FORK EAGLE RIVER
3701068,EAGLE RIVER
3701071,PETERSON CREEK
3701075,CASTEEL CREEK
3701076,GYPSUM CREEK
3701077,LAKE CREEK
3701078,LAKE CREEK
3701079,TALMADGE CREEK
3701080,EAGLE RIVER
3701084,STONE CREEK
3701085,EAGLE RIVER
3701086,STONE CREEK
3701087,EAGLE RIVER
3701088,GROUNDWATER: EAGLE RIVER
3701089,FALL CREEK
3701090,BRUSH CREEK
3701091,EAGLE RIVER
3701093,GORE CREEK
3701100,GORE CREEK
3701101,GORE CREEK
3701102,GORE CREEK
3701103,GORE CREEK
3701105,SPRING CREEK
3701107,LAKE CREEK
3701108,BRUSH CREEK
3701109,EAGLE RIVER
3701110,EAGLE RIVER
3701111,SPRING CREEK
3701112,LAKE CREEK
3701113,LAKE CREEK
3701114,SQUAW CREEK
3701115,SQUAW CREEK
3701116,EAGLE RIVER
3701117,MCCOY CREEK
3701118,EAGLE RIVER
3701119,GROUNDWATER: EAGLE RIVER
3701121,SQUAW CREEK
3701122,LAKE CREEK
3701123,CROSS CREEK
3701125,BRUSH CREEK
3701126,EAGLE RIVER
3701127,GROUNDWATER: GORE CREEK
3701128,GROUNDWATER: GORE CREEK
3701129,GROUNDWATER: GORE CREEK
3701130,GROUNDWATER: GORE CREEK
3701131,GROUSE CREEK
3701132,GROUSE CREEK
3701133,BEAVER CREEK
3701134,BRUSH CREEK
3701135,BRUSH CREEK
3701136,HOLLAND CREEK
3701138,SQUAW CREEK
3701139,TALMADGE CREEK
3701140,EAGLE RIVER
3701141,EAGLE RIVER
3701142,EBY CREEK
3701144,HOMESTAKE CREEK
3701146,EAGLE RIVER
3701148,LAKE CREEK
3701149,BRUSH CREEK
3701150,BACHELOR GULCH
3701152,WILLOW CREEK
3701153,WILLOW CREEK
3701154,GORE CREEK
3701155,GORE CREEK
3701157,GORE CREEK
3701158,BACHELOR GULCH
3701159,BEARD CREEK
3701160,BACHELOR GULCH
3701161,BACHELOR GULCH
3701162,BUCK CREEK
3701163,JONES GULCH
3701164,SOUTH FORK EAGLE RIVER
3701165,SOUTH FORK EAGLE RIVER
3701166,SQUAW CREEK
3701167,SQUAW CREEK
3701168,EAGLE RIVER
3701170,LAKE CREEK
3701171,GORE CREEK
3701172,EBY CREEK
3701173,GORE CREEK
3701174,GORE CREEK
3701175,GORE CREEK
3701176,GORE CREEK
3701177,GORE CREEK
3701178,GORE CREEK
3701179,GORE CREEK
3701180,TURKEY CREEK
3701181,TURKEY CREEK
3701182,EAGLE RIVER
3701183,TURKEY CREEK
3701184,EAGLE RIVER
3701185,SOUTH FORK EAGLE RIVER
3701186,YODER CREEK
3701187,HOMESTAKE CREEK
3701188,HOMESTAKE CREEK
3701189,HOMESTAKE CREEK
3701190,HOMESTAKE CREEK
3701192,ALKALI CREEK
3701193,EAGLE RIVER
3701194,BACHELOR GULCH
3701195,EAGLE RIVER
3701196,RED CANYON CREEK
3701197,RED CANYON CREEK
3701198,EAGLE RIVER
3701199,LAKE CREEK
3701200,LAKE CREEK
3701201,GROUNDWATER: EAGLE RIVER
3701202,EAGLE RIVER
3701203,BEAVER CREEK
3701204,BEAVER CREEK
3701205,EAGLE RIVER
3701206,NOTTINGHAM GULCH
3701207,NOTTINGHAM GULCH
3701208,NOTTINGHAM GULCH
3701209,NOTTINGHAM GULCH
3701210,BRUSH CREEK
3701211,BRUSH CREEK
3701212,SQUAW CREEK
3701213,EAGLE RIVER
3701214,EAGLE RIVER
3701215,EAGLE RIVER
3701216,SPRING CREEK
3701217,SPRING CREEK
3701219,GYPSUM CREEK
3701220,GYPSUM CREEK
3701221,EAGLE RIVER
3701222,SPRING CREEK
3701223,WEST LAKE CREEK
3701236,SPRING CREEK
3701237,SPRING CREEK
3701238,BRUSH CREEK
3701239,GYPSUM CREEK
3701240,ALKALI CREEK
3701241,ALKALI CREEK
3701242,ALKALI CREEK
3701243,MUDDY CREEK
3701244,ALKALI CREEK
3701246,CROSS CREEK
3701274,GORE CREEK
3701275,GORE CREEK
3701276,GORE CREEK
3701277,SPRING CREEK
3701278,EAGLE RIVER
3701279,CASTLE CREEK
3701280,GYPSUM CREEK
3701281,CASTEEL CREEK
3701282,CASTEEL CREEK
3701283,BENNETT GULCH
3701284,BENNETT GULCH
3701285,MITCHELL CREEK
3701286,MITCHELL CREEK
3701287,YODER CREEK
3701288,YODER CREEK
3701289,RULE CREEK
3701290,YODER CREEK
3701291,BACHELOR GULCH
3701292,BACHELOR GULCH
3701294,EAGLE RIVER
3701296,BRUSH CREEK
3701297,SQUAW CREEK
3701298,EAGLE RIVER
3701299,CARD CREEK
3701300,EAGLE RIVER
3701301,EAGLE RIVER
3701302,EAGLE RIVER
3701303,EAGLE RIVER
3701304,BRUSH CREEK
3701305,BRUSH CREEK
3701306,WEST LAKE CREEK
3701307,GORE CREEK
3701308,GORE CREEK
3701309,GORE CREEK
3701310,BRUSH CREEK
3701311,LAKE CREEK
3701312,MCCOY CREEK
3701313,EAGLE RIVER
3701314,RED CANYON CREEK
3701315,RED CANYON CREEK
3701316,EAGLE RIVER
3701317,EAGLE RIVER
3701318,CROSS CREEK
3701319,EAGLE RIVER
3701320,EAGLE RIVER
3701321,EAGLE RIVER
3701322,RED CANYON CREEK
3701323,RED CANYON CREEK
3701324,RED CANYON CREEK
3701326,RED CANYON CREEK
3701327,RED CANYON CREEK
3701328,RED CANYON CREEK
3701329,RED CANYON CREEK
3701330,RED CANYON CREEK
3701331,RED CANYON CREEK
3701332,RED CANYON CREEK
3701333,RED CANYON CREEK
3701334,RED CANYON CREEK
3701335,RED CANYON CREEK
3701336,EAGLE RIVER
3701337,EAGLE RIVER
3701338,ALKALI CREEK
3701340,GYPSUM CREEK
3701341,TRAVIS CREEK
3701342,ALKALI CREEK
3701343,HOLLAND CREEK
3701344,BRUSH CREEK
3701345,LAKE CREEK
3701346,SPRING CREEK
3701350,EAGLE RIVER
3701351,WEST LAKE CREEK
3701352,EAGLE RIVER
3701353,LAKE CREEK
3701354,EAGLE RIVER
3701357,MILE CREEK
3701358,GYPSUM CREEK
3701359,GYPSUM CREEK
3701360,EAGLE RIVER
3701361,EAGLE RIVER
3701362,EAGLE RIVER
3701363,EAGLE RIVER
3701364,EAGLE RIVER
3701366,HOLLAND CREEK
3701367,LAKE CREEK
3701369,RED CANYON CREEK
3701370,EAGLE RIVER
3701372,RED CANYON CREEK
3701373,EAGLE RIVER
3701375,LAKE CREEK
3701376,SQUAW CREEK
3701377,SQUAW CREEK
3701378,SQUAW CREEK
3701379,SQUAW CREEK
3701380,SQUAW CREEK
3701381,SQUAW CREEK
3701382,SQUAW CREEK
3701383,SQUAW CREEK
3701384,SQUAW CREEK
3701385,SQUAW CREEK
3701386,SQUAW CREEK
3701387,EAGLE RIVER
3701388,EAGLE RIVER
3701389,EAGLE RIVER
3701390,UTE CREEK
3701392,BRUSH CREEK
3701393,BRUSH CREEK
3701394,GYPSUM CREEK
3701395,EAGLE RIVER
3701396,EAGLE RIVER
3701397,EAGLE RIVER
3701399,EAGLE RIVER
3701400,EAGLE RIVER
3701401,EAGLE RIVER
3701402,EAGLE RIVER
3701403,GYPSUM CREEK
3701404,EAGLE RIVER
3701406,EBY CREEK
3701407,EBY CREEK
3701408,LAKE CREEK
3701409,EAGLE RIVER
3701410,BEAVER CREEK
3701411,BLACK GORE CREEK
3701415,BEAVER CREEK
3701419,EAGLE RIVER
3701425,EAGLE RIVER
3701426,EAGLE RIVER
3701427,EAGLE RIVER
3701428,BEARD CREEK
3701429,WARREN GULCH CREEK
3701430,EAGLE RIVER
3701431,LAKE CREEK
3701432,LAKE CREEK
3701433,HOMESTAKE CREEK
3701434,TURKEY CREEK
3701435,CROSS CREEK
3701436,FALL CREEK
3701437,PETERSON CREEK
3701438,EAGLE RIVER
3701442,BRUSH CREEK
3701443,BRUSH CREEK
3701444,EAGLE RIVER
3701446,LAKE CREEK
3701447,WEST BRUSH CREEK
3701448,WEST LAKE CREEK
3701449,EAGLE RIVER
3701450,BRUSH CREEK
3701451,EAGLE RIVER
3701455,EAST LAKE CREEK
3701456,CROSS CREEK
3701457,CROSS CREEK
3701458,EAGLE RIVER
3701460,EAGLE RIVER
3703398,EAGLE RIVER
3703399,EAST FORK EAGLE RIVER
3703500,SALT CREEK
3703510,BLACK GORE CREEK
3703511,EAGLE RIVER
3703512,EAGLE RIVER
3703515,EAGLE RIVER
3703516,EBY CREEK
3703517,EBY CREEK
3703518,EBY CREEK
3703520,GYPSUM CREEK
3703521,GROUSE CREEK
3703522,EBY CREEK
3703523,NOTTINGHAM GULCH
3703524,WEST BRUSH CREEK
3703526,HOMESTAKE CREEK
3703528,GYPSUM CREEK
3703529,GYPSUM CREEK
3703530,ALKALI CREEK
3703531,GROUNDWATER: BRUSH CREEK
3703532,BRUSH CREEK
3703548,GORE CREEK
3703549,LAKE CREEK
3703553,GORE CREEK
3703586,TALMADGE CREEK
3703589,WHISKEY CREEK
3703591,GYPSUM CREEK
3703592,EAGLE RIVER
3703594,GORE CREEK
3703595,GORE CREEK
3703596,GYPSUM CREEK
3703597,TALMADGE CREEK
3703598,GORE CREEK
3703600,EAGLE RIVER
3703601,STONE CREEK
3703603,LAKE CREEK
3703607,TALMADGE CREEK
3703608,BLACK GORE CREEK
3703609,BRUSH CREEK
3703610,BRUSH CREEK
3703611,BRUSH CREEK
3703612,BRUSH CREEK
3703613,BRUSH CREEK
3703614,SPRING CREEK
3703615,SPRING CREEK
3703616,MCCOY CREEK
3703617,BRUSH CREEK
3703618,BRUSH CREEK
3703619,BRUSH CREEK
3703620,GORE CREEK
3703621,GORE CREEK
3703622,GORE CREEK
3703623,BRUSH CREEK
3703624,SPRING CREEK
3703626,GORE CREEK
3703627,JUNE CREEK
3703628,EAGLE RIVER
3703629,EAGLE RIVER
3703630,EAGLE RIVER
3703631,SQUAW CREEK
3703633,EAGLE RIVER
3703634,SPRING CREEK
3703635,EAGLE RIVER
3703636,EAGLE RIVER
3703637,EAGLE RIVER
3703638,EAGLE RIVER
3703639,UTE CREEK
3703640,ALKALI CREEK
3703641,WILLOW CREEK
3703642,WILLOW CREEK
3703643,WILLOW CREEK
3703644,WILLOW CREEK
3703645,WILLOW CREEK
3703646,WILLOW CREEK
3703647,WILLOW CREEK
3703648,WILLOW CREEK
3703649,WILLOW CREEK
3703650,WILLOW CREEK
3703651,WILLOW CREEK
3703652,WILLOW CREEK
3703653,WILLOW CREEK
3703654,WILLOW CREEK
3703655,WILLOW CREEK
3703656,WILLOW CREEK
3703657,WILLOW CREEK
3703658,ALKALI CREEK
3703659,ALKALI CREEK
3703660,ALKALI CREEK
3703661,ALKALI CREEK
3703662,ALKALI CREEK
3703663,ALKALI CREEK
3703664,ALKALI CREEK
3703665,ALKALI CREEK
3703666,ALKALI CREEK
3703667,ALKALI CREEK
3703668,ALKALI CREEK
3703669,ALKALI CREEK
3703670,ALKALI CREEK
3703671,ALKALI CREEK
3703672,ALKALI CREEK
3703673,ALKALI CREEK
3703674,ALKALI CREEK
3703675,ALKALI CREEK
3703676,ALKALI CREEK
3703677,ALKALI CREEK
3703678,ALKALI CREEK
3703679,ALKALI CREEK
3703680,ALKALI CREEK
3703681,WILLOW CREEK
3703682,EAGLE RIVER
3703683,EAGLE RIVER
3703684,LAKE CREEK
3703686,LAKE CREEK
3703687,EAGLE RIVER
3703688,SQUAW CREEK
3703689,BEARD CREEK
3703691,LAKE CREEK
3703692,LAKE CREEK
3703693,LAKE CREEK
3703694,LAKE CREEK
3703695,EAGLE RIVER
3703698,CROSS CREEK
3703699,EAST FORK EAGLE RIVER
3703700,EAGLE RIVER
3703701,BRUSH CREEK
3703702,RED CANYON CREEK
3703703,EAGLE RIVER
3703704,EAGLE RIVER
3703705,ALKALI CREEK
3703706,TURKEY CREEK
3703707,EAGLE RIVER
3703708,EAGLE RIVER
3703709,EAGLE RIVER
3703710,EAGLE RIVER
3703711,EAGLE RIVER
3703712,EAGLE RIVER
3703713,MCCOY CREEK
3703714,MCCOY CREEK
3703715,EAGLE RIVER
3703716,EAGLE RIVER
3703717,EAGLE RIVER
3703718,EBY CREEK
3703719,EAGLE RIVER
3703720,SQUAW CREEK
3703723,WEST LAKE CREEK
3703724,WEST LAKE CREEK
3703734,SPRING CREEK
3703735,ALKALI CREEK
3703736,SPRING CREEK
3703737,SPRING CREEK
3703738,EAGLE RIVER
3703739,EAGLE RIVER
3703740,EAGLE RIVER
3703741,EAGLE RIVER
3703742,EAGLE RIVER
3703743,CASTLE CREEK
3703744,GYPSUM CREEK
3703745,GYPSUM CREEK
3703746,GYPSUM CREEK
3703747,GYPSUM CREEK
3703748,EAGLE RIVER
3703749,EAGLE RIVER
3703750,CASTEEL CREEK
3703751,LAKE CREEK
3703752,LAKE CREEK
3703753,LAKE CREEK
3703754,LAKE CREEK
3703755,LAKE CREEK
3703756,LAKE CREEK
3703757,LAKE CREEK
3703758,LAKE CREEK
3703759,LAKE CREEK
3703760,LAKE CREEK
3703761,LAKE CREEK
3703762,LAKE CREEK
3703763,LAKE CREEK
3703764,LAKE CREEK
3703765,LAKE CREEK
3703766,LAKE CREEK
3703768,ALKALI CREEK
3703769,ALKALI CREEK
3703777,EAGLE RIVER
3703778,EAGLE RIVER
3703780,EAGLE RIVER
3703781,BACHELOR GULCH
3703782,MCCOY CREEK
3703783,BRUSH CREEK
3703784,EBY CREEK
3703785,CASTEEL CREEK
3703786,CASTEEL CREEK
3703787,EAGLE RIVER
3703789,HOLLAND CREEK
3703790,GORE CREEK
3703791,LAKE CREEK
3703792,MCCOY CREEK
3703793,MCCOY CREEK
3703794,EAGLE RIVER
3703795,EAGLE RIVER
3703796,RED CANYON CREEK
3703797,RED CANYON CREEK
3703798,RED CANYON CREEK
3703799,RED CANYON CREEK
3703800,RED CANYON CREEK
3703801,RED CANYON CREEK
3703802,RED CANYON CREEK
3703803,RED CANYON CREEK
3703804,RED CANYON CREEK
3703805,RED CANYON CREEK
3703806,RED CANYON CREEK
3703807,RED CANYON CREEK
3703808,RED CANYON CREEK
3703809,RED CANYON CREEK
3703810,RED CANYON CREEK
3703892,UTE CREEK
3703893,UTE CREEK
3703895,WEST LAKE CREEK
3703908,EAGLE RIVER
3703909,EAGLE RIVER
3703910,RED CANYON CREEK
3703911,RED CANYON CREEK
3703912,RED CANYON CREEK
3703913,LAKE CREEK
3703914,LAKE CREEK
3703915,LAKE CREEK
3703916,LAKE CREEK
3703917,GYPSUM CREEK
3703918,GYPSUM CREEK
3703919,GYPSUM CREEK
3703920,GYPSUM CREEK
3703921,GYPSUM CREEK
3703922,GYPSUM CREEK
3703923,GYPSUM CREEK
3703924,EBY CREEK
3703928,LAKE CREEK
3703929,GROUNDWATER: EAGLE RIVER
3703930,LAKE CREEK
3703931,ALKALI CREEK
3703934,GYPSUM CREEK
3703935,GYPSUM CREEK
3703936,CASTLE CREEK
3703937,TRAVIS CREEK
3703938,TRAVIS CREEK
3703939,TRAVIS CREEK
3703940,TRAVIS CREEK
3703941,TRAVIS CREEK
3703942,TRAVIS CREEK
3703943,EAGLE RIVER
3703944,ALKALI CREEK
3703945,ALKALI CREEK
3703946,ALKALI CREEK
3703947,EAGLE RIVER
3703948,RED CANYON CREEK
3703949,RED CANYON CREEK
3703950,RED CANYON CREEK
3703951,LAKE CREEK
3703955,SQUAW CREEK
3703956,SQUAW CREEK
3703957,SQUAW CREEK
3703958,SQUAW CREEK
3703959,SQUAW CREEK
3703960,SQUAW CREEK
3703961,SQUAW CREEK
3703962,SQUAW CREEK
3703963,SQUAW CREEK
3703964,SQUAW CREEK
3703965,SQUAW CREEK
3703966,SQUAW CREEK
3703967,EAGLE RIVER
3703968,SQUAW CREEK
3703969,SQUAW CREEK
3703970,SQUAW CREEK
3703971,SQUAW CREEK
3703972,SQUAW CREEK
3703973,SQUAW CREEK
3703974,SQUAW CREEK
3703975,UTE CREEK
3703979,ALKALI CREEK
3703983,EAGLE RIVER
3703985,WARREN GULCH CREEK
3703986,WARREN GULCH CREEK
3703987,MCCOY CREEK
3703988,RED CANYON CREEK
3703990,RED CANYON CREEK
3703991,RED CANYON CREEK
3703992,RED CANYON CREEK
3703993,EAGLE RIVER
3703995,LAKE CREEK
3703996,ALKALI CREEK
3703997,ALKALI CREEK
3703998,EAGLE RIVER
3703999,EAGLE RIVER
3704000,EAGLE RIVER
3704001,EAGLE RIVER
3704002,EAGLE RIVER
3704003,EAGLE RIVER
3704004,EAGLE RIVER
3704005,EAGLE RIVER
3704006,EAGLE RIVER
3704007,EAGLE RIVER
3704008,EAGLE RIVER
3704009,EAGLE RIVER
3704010,EAGLE RIVER
3704011,EAGLE RIVER
3704012,EAGLE RIVER
3704013,CASTEEL CREEK
3704015,LAKE CREEK
3704016,LAKE CREEK
3704017,LAKE CREEK
3704018,ALKALI CREEK
3704027,EBY CREEK
3704028,SQUAW CREEK
3704029,SQUAW CREEK
3704030,SQUAW CREEK
3704031,SQUAW CREEK
3704032,LAKE CREEK
3704044,GYPSUM CREEK
3704045,WARREN GULCH CREEK
3704048,GYPSUM CREEK
3704049,GYPSUM CREEK
3704050,GYPSUM CREEK
3704051,GYPSUM CREEK
3704052,GYPSUM CREEK
3704065,BEARD CREEK
3704066,UTE CREEK
3704077,HOMESTAKE CREEK
3704079,BRUSH CREEK
3704080,BRUSH CREEK
3704081,BRUSH CREEK
3704082,BRUSH CREEK
3704083,BRUSH CREEK
3704084,BRUSH CREEK
3704085,BRUSH CREEK
3704086,BRUSH CREEK
3704087,BRUSH CREEK
3704088,BRUSH CREEK
3704091,WEST LAKE CREEK
3704092,WEST LAKE CREEK
3704093,CASTLE CREEK
3704095,EAGLE RIVER
3704641,EAST FORK EAGLE RIVER
3704642,SOUTH FORK EAGLE RIVER
3704645,SOUTH FORK EAGLE RIVER
3704647,GORE CREEK
3704648,SOUTH FORK EAGLE RIVER
3704649,EAGLE RIVER
3705002,GROUNDWATER: BRUSH CREEK
3705003,BRUSH CREEK
3705004,BRUSH CREEK
3705005,GYPSUM CREEK
3705006,GROUNDWATER: EAGLE RIVER
3705009,GROUNDWATER: LAKE CREEK
3705010,GROUNDWATER: EAGLE RIVER
3705029,GROUNDWATER: EAGLE RIVER
3705032,GROUNDWATER: GYPSUM CREEK
3705033,GROUNDWATER: GYPSUM CREEK
3705036,GROUNDWATER: EAGLE RIVER
3705041,GYPSUM CREEK
3705042,SQUAW CREEK
3705044,GROUNDWATER: SPRING CREEK
3705045,GROUNDWATER: SPRING CREEK
3705046,GROUNDWATER: SPRING CREEK
3705047,GROUNDWATER: SPRING CREEK
3705050,GROUNDWATER: EBY CREEK
3705051,EBY CREEK
3705053,EAGLE RIVER
3705058,GROUNDWATER: ALKALI CREEK
3705061,GROUNDWATER: EAGLE RIVER
3705063,ALKALI CREEK
3705066,EBY CREEK
3705068,GROUNDWATER: EAGLE RIVER
3705069,GROUNDWATER: EAGLE RIVER
3705070,GROUNDWATER: EAGLE RIVER
3705077,GROUNDWATER: GORE CREEK
3705078,GROUNDWATER: GORE CREEK
3705081,GROUNDWATER: TRAVIS CREEK
3705082,GROUNDWATER: TRAVIS CREEK
3705083,GROUNDWATER: EAGLE RIVER
3705084,GROUNDWATER: EAGLE RIVER
3705085,GROUNDWATER: EAGLE RIVER
3705086,GROUNDWATER: EAGLE RIVER
3705087,GROUNDWATER: EAGLE RIVER
3705088,GROUNDWATER: EAGLE RIVER
3705090,GROUNDWATER: EAGLE RIVER
3705091,GROUNDWATER: EAGLE RIVER
3705092,GROUNDWATER: EAGLE RIVER
3705095,EBY CREEK
3705096,EBY CREEK
3705097,EBY CREEK
3705098,EBY CREEK
3705099,EBY CREEK
3705100,EBY CREEK
3705101,EBY CREEK
3705102,EBY CREEK
3705103,EBY CREEK
3705104,EAGLE RIVER
3705105,GROUNDWATER: BRUSH CREEK
3705109,EAGLE RIVER
3705110,EAGLE RIVER
3705111,EAGLE RIVER
3705112,EAGLE RIVER
3705113,EAGLE RIVER
3705114,CASTLE CREEK
3705115,CASTLE CREEK
3705116,GROUNDWATER: EAGLE RIVER
3705117,GROUNDWATER: EAGLE RIVER
3705118,GROUNDWATER: EAGLE RIVER
3705119,GROUNDWATER: EAGLE RIVER
3705120,GROUNDWATER: EAGLE RIVER
3705124,BEAVER CREEK
3705125,GROUNDWATER: EAGLE RIVER
3705126,GROUNDWATER: EAGLE RIVER
3705127,GROUNDWATER: EAGLE RIVER
3705128,GROUNDWATER: EAGLE RIVER
3705129,GROUNDWATER: BERRY CREEK
3705130,GROUNDWATER: EAGLE RIVER
3705133,GROUNDWATER: GYPSUM CREEK
3705134,GROUNDWATER: GYPSUM CREEK
3705135,GROUNDWATER: GORE CREEK
3705138,GROUNDWATER: GORE CREEK
3705140,EBY CREEK
3705179,BRUSH CREEK
3705182,GROUNDWATER: GORE CREEK
3705184,TRAVIS CREEK
3705185,WILLOW CREEK
3705186,WILLOW CREEK
3705187,WILLOW CREEK
3705189,GROUNDWATER: GORE CREEK
3705192,SQUAW CREEK
3705197,GROUNDWATER: GORE CREEK
3705198,GROUNDWATER: SQUAW CREEK
3705199,GROUNDWATER: SQUAW CREEK
3705200,GROUNDWATER: EAGLE RIVER
3705201,GROUNDWATER: EAGLE RIVER
3705202,GROUNDWATER: EAGLE RIVER
3705203,GROUNDWATER: EAGLE RIVER
3705204,GROUNDWATER: EAGLE RIVER
3705205,GROUNDWATER: EAGLE RIVER
3705206,GROUNDWATER: TRAVIS CREEK
3705207,GROUNDWATER: TRAVIS CREEK
3705208,GROUNDWATER: TRAVIS CREEK
3705209,GROUNDWATER: TRAVIS CREEK
3705212,GROUNDWATER: EAGLE RIVER
3705213,GROUNDWATER: EAGLE RIVER
3705215,GROUNDWATER: LAKE CREEK
3705216,GROUNDWATER: LAKE CREEK
